gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_scaled,MonthlyCharges_scaled,TotalCharges_scaled
1,0,0,0,7,0,1,35.5,249.55,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,-1.0357842692720256,-0.9738854302070831,-0.8972652016416597
0,0,0,0,51,1,0,87.55,4475.9,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.7569500268856267,0.7562796471791741,0.9673474414850329
0,0,0,0,9,1,0,45.15,416.45,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.9542963467194051,-0.6531151516907069,-0.823631013716418
0,0,0,0,9,1,1,88.4,788.6,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,-0.9542963467194051,0.7845340240433111,-0.6594430985793379
1,0,0,0,4,1,1,50.8,202.3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.1580161531009565,-0.46530664665262134,-0.9181113093676492
1,0,1,0,71,1,1,99.0,6994.6,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1.5718292524118322,1.1368827237607813,2.0785663098331826
0,0,1,1,50,1,1,84.4,4116.15,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.7162060656093164,0.6515722505650204,0.8086302509151966
0,1,1,1,24,1,1,96.55,2263.45,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.3431369275747509,1.055443637505328,-0.008757765676146603
1,0,1,0,22,1,1,59.75,1374.35,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,-0.42462485012737144,-0.1678046784949459,-0.40101754089683167
1,0,0,0,44,1,1,111.5,4915.15,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.4717422979514547,1.5523882658804395,1.161139035530344
0,0,1,1,33,1,0,24.25,838.5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0.02355872391204165,-1.3478404181147754,-0.6374278440708324
0,0,0,0,1,1,1,75.1,75.1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.3424361272279943,-0.9742303549284087
0,0,1,0,54,1,1,70.15,3715.65,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.8791819107145575,0.17789593254861,0.6319346711425229
1,0,0,0,42,1,1,101.75,4273.45,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.3902543753988342,1.228293943027106,0.8780290391754754
0,0,0,0,1,1,0,45.8,45.8,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,-0.6315088635004846,-0.9871571476558476
0,0,0,0,1,1,0,20.5,20.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.472492080750673,-0.9983191905228855
1,0,0,0,30,1,0,70.4,2044.75,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,-0.09867315991688919,0.18620604339100316,-0.1052454642935842
0,0,0,0,1,0,0,30.55,30.55,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.1384256248864677,-0.9938852564986274
1,0,1,1,16,1,0,84.9,1398.25,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.6690886177852331,0.6681924722498068,-0.3904731604809342
1,0,0,0,1,1,1,20.1,20.1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.485788258098502,-0.9984956655089258
1,0,1,0,9,0,0,40.65,328.95,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,-0.9542963467194051,-0.8026971468537838,-0.862234916912695
1,1,1,0,46,1,1,101.0,4680.05,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.5532302205040753,1.2033636104999266,1.0574158624852614
1,0,0,0,1,1,1,69.1,69.1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.14299346701055832,-0.9768774797190105
1,0,1,0,71,1,0,54.5,3778.2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1.5718292524118322,-0.3423170061852024,0.6595309470845471
1,0,0,0,43,1,1,75.35,3161.4,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.4309983366751445,0.35074623807038746,0.3874065186106764
1,0,1,0,50,0,1,44.45,2188.45,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0.7162060656093164,-0.6763834620494076,-0.04184682555866981
0,0,0,0,13,1,1,75.0,999.45,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.791320501614164,0.3391120828910372,-0.5664187215629376
1,0,1,1,19,1,0,100.0,1888.65,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,-0.5468567339563023,1.1701231671303538,-0.17411482759574246
0,0,0,0,41,1,0,98.05,3990.6,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.3495104141225239,1.1053043025596871,0.7532391646718529
0,1,0,0,1,1,1,71.15,71.15,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.21113637591818266,-0.9759730454155549
0,0,0,0,24,0,1,54.15,1240.25,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,-0.3431369275747509,-0.35395116136455285,-0.46018077996678314
0,0,1,0,40,1,0,63.9,2635.0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.3087664528462136,-0.029856838511219397,0.15516543698187343
0,0,1,1,3,1,1,69.15,235.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,-1.1987601143772668,0.14465548917903734,-0.9036844792588692
0,0,0,0,37,1,0,64.65,2347.85,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.18653456901728277,-0.0049265059840396625,0.028478456378319555
0,0,1,1,67,1,1,108.75,7156.2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.4088534073065913,1.4609770466141145,2.149862204193392
0,0,1,1,32,1,1,98.85,3089.6,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.01718523736426863,1.131896657255345,0.3557292586164741
0,0,1,0,6,1,1,49.15,270.8,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.076528230548336,-0.5201533782124163,-0.8878899680082781
0,0,1,1,32,1,0,89.6,2901.8,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-0.01718523736426863,0.8244225560867979,0.2728742526706361
0,0,0,0,59,1,1,83.25,4949.1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1.082901717096109,0.6133457406900117,1.1761173499704995
0,0,1,0,30,1,0,70.25,2198.9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,-0.09867315991688919,0.18121997688556707,-0.037236416548371454
1,0,0,1,20,1,1,19.4,374.5,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,-0.506112772679992,-1.509056568457203,-0.842138827877376
0,0,1,1,27,1,0,24.5,761.95,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.22090504374582004,-1.3395303072723823,-0.6712007445242612
0,1,0,0,20,1,1,79.15,1520.9,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.506112772679992,0.47705992287476395,-0.33636151788638124
1,0,0,1,9,1,0,20.1,190.25,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.9542963467194051,-1.485788258098502,-0.9234276183221081
0,0,1,1,68,1,1,73.0,5163.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.4495973685829016,0.2726311961518919,1.2704873487554558
0,0,1,1,69,1,0,61.4,4059.85,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1.4903413298592119,-0.11295794693515106,0.7837913966300493
1,0,0,0,26,1,1,84.3,2281.6,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.26164900502213034,0.6482482062280629,-0.0007502131845759458
1,0,1,1,69,1,0,19.9,1356.7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.4903413298592119,-1.4924363467724167,-0.4088044996558521
1,0,0,0,11,1,0,20.4,231.45,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-0.8728084241667845,-1.4758161250876303,-0.9052506947599753
1,0,0,0,1,1,0,50.75,50.75,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-0.4669686688210999,-0.9849732697036012
1,0,1,1,10,1,0,20.45,242.4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.9135523854430948,-1.4741541029191516,-0.9004196920171269
0,0,1,1,55,1,1,75.75,4264.25,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0.9199258719908678,0.36404241541821675,0.8739701144965526
1,0,0,0,44,1,0,65.4,2774.55,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0.4717422979514547,0.020003826543139838,0.2167331477366217
1,1,1,0,46,1,1,80.4,3605.2,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5532302205040753,0.5186104770867298,0.5832055156221936
1,0,1,1,69,1,1,59.75,4069.9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1.4903413298592119,-0.1678046784949459,0.7882253306543074
1,1,0,0,11,1,1,78.5,874.2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-0.8728084241667845,0.45545363468454153,-0.6216774515667514
0,0,1,0,11,1,1,102.0,1145.35,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-0.8728084241667845,1.2366040538694991,-0.5020494704048025
1,0,0,0,29,1,0,48.95,1323.7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.13941712119319946,-0.5268014668863306,-0.4233636860041623
0,0,1,0,57,1,1,99.65,5497.05,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1.0014137945434884,1.1584890119510036,1.417866021472214
1,0,0,0,28,1,0,18.25,534.7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.18016108246950976,-1.5472830783322116,-0.7714605959683064
0,0,0,0,42,1,0,54.55,2455.05,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3902543753988342,-0.34065498401672384,0.07577375263707284
0,0,0,0,2,1,0,20.65,38.7,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2395040756535771,-1.4675060142452372,-0.99028957865806
1,0,0,1,23,0,0,40.65,947.4,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.38388088885106114,-0.8026971468537838,-0.5893825291214088
0,0,1,1,18,1,0,20.45,357.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-0.5876006952326126,-1.4741541029191516,-0.8498596085166314
1,0,1,1,62,1,0,24.8,1476.25,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.2051336009250397,-1.3295581742615106,-0.3560605382031101
0,0,0,0,1,1,1,70.8,70.8,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,0.19950222073883195,-0.9761274610283399
1,0,0,0,16,1,1,89.05,1448.6,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,-0.6690886177852331,0.8061403122335331,-0.3682593716131337
0,0,0,0,3,1,1,96.6,291.9,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.1987601143772668,1.0571056596738067,-0.8785809124946615
1,0,0,0,67,1,1,88.8,5903.15,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1.4088534073065913,0.7978302013911399,1.5970322510494495
1,0,0,0,62,1,1,20.05,1201.65,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.2051336009250397,-1.4874502802669807,-0.47721061611965504
0,0,1,0,57,1,1,104.5,5921.35,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1.0014137945434884,1.3197051622934308,1.6050618629142754
1,0,0,0,2,1,1,69.8,146.65,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,0.1662617773692593,-0.9426633918004815
0,0,1,1,23,1,1,77.15,1759.4,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,-0.38388088885106114,0.41057903613561864,-0.23113830745995745
0,0,0,1,25,0,0,35.05,844.45,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,-0.3023929662984406,-0.9888436297233908,-0.6348027786534856
0,1,0,0,72,1,1,108.1,7774.05,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1.6125732136881425,1.4393707584238922,2.4224498795056184
0,0,1,0,2,1,1,84.05,134.05,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,0.6399380953856697,-0.9482223538607454
0,0,0,0,8,1,1,20.2,140.95,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,-0.9950403079957154,-1.4824642137615447,-0.9451781603515533
0,0,0,0,5,1,1,50.6,249.95,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.1172721918246462,-0.47195473532653576,-0.8970887266556196
1,0,0,0,35,0,0,49.2,1701.65,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.10504664646466222,-0.5184913560439374,-0.2566168835695003
1,0,0,0,24,1,0,24.6,592.65,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.3431369275747509,-1.336206262935425,-0.7458937823657434
0,0,1,1,2,1,1,71.65,135.75,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2395040756535771,0.22775659760296899,-0.9474723351700749
1,0,1,1,72,1,1,104.9,7732.65,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,1.33300133964126,2.4041847184504657
0,0,0,0,41,1,1,106.5,4282.4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0.3495104141225239,1.3861860490325761,0.8819776669881231
1,0,0,1,4,1,0,49.35,219.65,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,-0.5135052895385016,-0.9104567068481589
1,0,0,0,26,1,0,75.5,2018.1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.26164900502213034,0.35573230457582355,-0.11700311023850749
1,0,0,0,7,1,1,94.25,669.0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.0357842692720256,0.978990617755311,-0.7122091194053349
0,0,1,0,1,1,1,68.95,68.95,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.1380074005051227,-0.9769436578387757
0,0,1,1,4,1,1,58.5,224.85,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.1580161531009565,-0.20935523270691173,-0.9081625320296374
1,0,0,0,48,1,0,78.9,3771.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.6347181430566958,0.4687498120323708,0.6565749910683751
1,1,0,0,2,1,1,93.85,196.75,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.2395040756535771,0.9656944404074818,-0.920559899798956
0,1,1,0,12,1,1,79.2,943.85,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-0.8320644628904743,0.4787219450432425,-0.5909487446225149
1,0,1,0,60,1,1,109.45,6572.85,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1.1236456783724194,1.4842453569728156,1.8924954964271272
1,0,0,0,55,1,1,59.2,3175.85,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0.9199258719908678,-0.18608692234821078,0.39378167748137577
1,0,0,0,1,0,0,29.15,29.15,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.1849622456038695,-0.9945029189497678
1,0,0,0,1,1,0,20.05,20.05,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.4874502802669807,-0.9985177248821806
1,0,0,0,4,1,1,76.05,318.9,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,0.37401454842908843,-0.8666688509369532
1,0,0,0,1,0,1,24.45,24.45,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.3411923294408608,-0.9965765000357394
0,0,0,0,42,1,0,66.5,2762.75,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.3902543753988342,0.05656831424966958,0.21152713564843798
0,0,0,0,1,1,0,49.55,49.55,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1.2802480369298874,-0.5068572008645872,-0.9855026946617215
1,0,0,0,7,1,1,89.35,631.85,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1.0357842692720256,0.8161124452444047,-0.7285992337338114
1,0,0,0,3,1,1,73.6,232.5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-1.1987601143772668,0.2925754621736353,-0.9047874479216199
0,0,1,0,72,1,1,82.65,5919.35,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,0.5934014746682683,1.604179487984075
1,0,0,0,15,1,1,49.0,749.25,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.7098325790615434,-0.525139444717852,-0.6768038253310351
1,0,1,0,4,1,1,80.35,307.4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.1580161531009565,0.5169484549182508,-0.8717425067856067
0,0,0,0,11,1,0,25.2,245.15,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.8728084241667845,-1.3162619969136813,-0.899206426488101
0,0,0,0,5,1,0,25.45,134.75,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-1.1172721918246462,-1.3079518860712882,-0.9479135226351753
0,1,0,0,1,1,1,55.8,55.8,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,-0.29910442980475804,-0.9827452730048446
1,0,1,0,72,1,1,110.9,8240.85,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.6125732136881425,1.532443999858696,2.6283961882144435
0,0,1,0,55,1,1,77.75,4266.4,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.9199258719908678,0.43052330215736206,0.874918667546518
0,0,1,1,40,1,1,26.2,1077.5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.3087664528462136,-1.2830215535441087,-0.5319840399118585
0,0,1,0,57,1,0,19.9,1115.6,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.0014137945434884,-1.4924363467724167,-0.5151747974915367
1,0,0,0,1,1,1,79.05,79.05,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.2802480369298874,0.4737358785378064,-0.9724876644412623
1,0,1,0,1,1,1,95.0,95.0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,-1.2802480369298874,1.0039209502824906,-0.9654507243729125
0,0,0,0,1,0,0,25.2,25.2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.2802480369298874,-1.3162619969136813,-0.9962456094369142
1,1,1,1,52,1,1,80.85,4079.55,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.797693988161937,0.5335686766030371,0.7924827896925255
1,1,0,0,41,1,1,98.4,4187.75,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.3495104141225239,1.1169384577390378,0.8402192734163789
1,0,1,0,43,1,1,56.35,2391.15,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.4309983366751445,-0.28082218595149294,0.04758187361716303
